,details,Etat,Marque,Prix,Adresse,Image_link
719,"<h1 class=""listing-item__header"">
    MacBook Pro 16 pouces 2021 M1 Pro
</h1>",Neuf,Apple,850 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5249d0ce22191f385f74d451fb646d49/-/horizon-files-prod/ed/picture/qgqwrv5q/713f1ece4db7531b802767250fed905eb7a54ece.jpg
720,"<h1 class=""listing-item__header"">
    Mac Book Pro i7
</h1>",Neuf,Apple,489 000 ,Cité keur gorgui,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c434b304672799f57ef8bb72614e1dcc/-/horizon-files-prod/ed/picture/q8v48ex7/4b9b607b21350577bdd9dc75a5a1be330cdffbe7.jpg
721,"<h1 class=""listing-item__header"">
    iMac
</h1>",Venant,Apple,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3557a1ffbb508e161b3fa911b8e61f77/-/horizon-files-prod/ed/picture/q9mjzkjn/747cfcfc69506771b00b70c209c6347ae9a2a33a.jpg
722,"<h1 class=""listing-item__header"">
    Alienware 👽 X14 R2 intel core i7-1270H 12th gen (20 Coeurs)
</h1>",Venant,Dell,850 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0acd093ac008e6002d1c148529c3def1/-/horizon-files-prod/ed/picture/qenv80wk/6ace86294a188799996a724c8a2b428e75d1cb74.jpg
723,"<h1 class=""listing-item__header"">
    MSI Cyborg 15 RTX 4050
</h1>",Neuf,MSI,650 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/38abde02210d21bb2529c8a3aaedb3e2/-/horizon-files-prod/ed/picture/qq42xzrw/d4172c6b8eaa98cbb5b6adf936179a3e30fe2a8f.png
724,"<h1 class=""listing-item__header"">
    LENOVO L14 gen3 et gen4
</h1>",Neuf,Lenovo,380 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a2bb3928267d0542e5ecaeb5135cc2d5/-/horizon-files-prod/ed/picture/qpdm9zp2/471e0a967395b76418f4414c1fa9a029711d6ae3.jpg
725,"<h1 class=""listing-item__header"">
    Ordinateur portable Hp core i5 Neuf
</h1>",Neuf,HP,149 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e769077a579bda13e05b29c1c0299fcd/-/horizon-files-prod/ed/picture/qrz8wp8x/42ea7b1808e6fb9600fe63fda8a95f2c28788bda.jpg
726,"<h1 class=""listing-item__header"">
    Ordinateur Hp Core i5
</h1>",Venant,HP,149 900 ,Gibraltar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/59ae7b97026c31debc8a4ad58fbe7278/-/horizon-files-prod/ed/picture/q9mjze9w/3201bd07cacb34a4aa9d6121360d5c1a73d031ee.jpg
727,"<h1 class=""listing-item__header"">
    Ordinateur portable Lenovo Tactile
</h1>",Neuf,Lenovo,99 900 ,Gibraltar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1091bf4b54b3981dbc049c31944bce8/-/horizon-files-prod/ed/picture/q78wqe5x/7073cdd2c3d0ef75985368aa16e47cb2d6a5c924.jpg
728,"<h1 class=""listing-item__header"">
    Lenovo X260
</h1>",Venant,Lenovo,135 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be9f33962fdd4b02584a5361365d737b/-/horizon-files-prod/ed/picture/qq42nj4k/3b56179808bfb5f94e52eea35654b08ef3ca5f41.jpg
729,"<h1 class=""listing-item__header"">
    Hp EliteBook 820 g4 i5 ram 8
</h1>",Venant,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cceb3c55bbb86ef364d361eef6da1ac/-/horizon-files-prod/ed/picture/q44n44m4/f69104358d8132a2d36245a3861c45d040c42497.jpg
730,"<h1 class=""listing-item__header"">
    Vente ord portable HP EliteBook840i5/256GoSSD+1ToSata
</h1>",Venant,HP,165 000 ,Almadies 2,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c9a4b5a9dd1dc0176af52b9dba72b61/-/horizon-files-prod/ed/picture/q2j0vmvp/751c4904595d4767856093367233ec43f6a3a126.png
731,"<h1 class=""listing-item__header"">
    Dell latitude 5450 Ultra7 512ssd Ram32Giga 15Th Gen
</h1>",Neuf,Dell,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39ad01fd7f35fdd6db75fb5a8b25a53a/-/horizon-files-prod/ed/picture/qngpv6km/ca8da7e09fd07bb434bebbff886fc8b34f6bb9fd.jpg
732,"<h1 class=""listing-item__header"">
    Msi Gamer Corei7 1To ssd Ram32 Rtx 8Giga dédié
</h1>",Neuf,MSI,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/32b62dba8d8cd4101cfe57cd22f95f09/-/horizon-files-prod/ed/picture/q6xdwp28/d736764171befe80a9ba818baeef65ec2ba670f0.jpg
733,"<h1 class=""listing-item__header"">
    Mac Book Air 2020 Core i7 ssd 256 Gb Ram 16 Gb
</h1>",Venant,Apple,375 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6402853cd7dfc5915a7498cac572fc4d/-/horizon-files-prod/ed/picture/qm5gkgkd/c5e4a525e6366586d36e83e6e537ae26d9506e7d.jpg
734,"<h1 class=""listing-item__header"">
    Hp EliteBook 840 Corei5 256ssd Ram8
</h1>",Neuf,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0205f9d4591275cd4a30ce3d505d707d/-/horizon-files-prod/ed/picture/qenv84mj/dd61c47b16839a563a6a56c84e9166773cdeb2b0.jpg
735,"<h1 class=""listing-item__header"">
    MACBOOK PRO  I9 2019 16 POUCE TOUCH BAR
</h1>",Venant,Apple,600 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/55417980759a9d701735af9087f57bef/-/horizon-files-prod/ed/picture/qpdm9v7j/170a2679e7ca3360ae7ce9a25f8cf3d22b3eb6ca.jpg
736,"<h1 class=""listing-item__header"">
    HP ELITE X2 G4 I5 8TH
</h1>",Venant,HP,250 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3a7fd79c19278591e9f4fdb60781d2b/-/horizon-files-prod/ed/picture/qngpv6zm/f042f2ca17945194ca5d8fe1d7e97497ff817f5b.jpg
737,"<h1 class=""listing-item__header"">
    Dell Precision 3590 de 14 eme Génération Ultra 7 Rtx
</h1>",Neuf,Dell,575 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/208071473efbf4259357a54e9a229ecb/-/horizon-files-prod/ed/picture/q56dnj25/4125f167a6dcde62536fad9ce00535b682eb41ec.jpg
738,"<h1 class=""listing-item__header"">
    MacBook Air M3 2024 Sceller
</h1>",Neuf,Apple,780 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/62ce0dd27d2256fc0bf57be9467efeb4/-/horizon-files-prod/ed/picture/q9mjz70v/a989322cd939e6cbf5bd5cf0ae1ed812b2ea70b0.jpg
739,"<h1 class=""listing-item__header"">
    MacBook Air 15 pouces M3 16GB SSD 512 AZERTY
</h1>",Neuf,Apple,990 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f27609cc93a7c2009df2dd53e23f3b1/-/horizon-files-prod/ed/picture/q6xdw2qz/ee8905e12faec971ebefd1c163d2b7f511fea73d.jpg
740,"<h1 class=""listing-item__header"">
    Lenovo x1 Carbon Core i7
</h1>",Venant,Lenovo,190 000 ,Liberte 6 extension,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86724a46574355b428e9d68376ac7b00/-/horizon-files-prod/ed/picture/qngp8vj0/a203fb0a46b1247a01ceac6cc258b2379d122e6a.jpg
741,"<h1 class=""listing-item__header"">
    Hp EliteBook 1040 g7 i7
</h1>",Venant,HP,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33fa31d1cf6958a30d30f60e1a35ba26/-/horizon-files-prod/ed/picture/q2j0v6xk/83ddf05b91ef3d9e77036a301786e6ffeba2aae6.jpg
742,"<h1 class=""listing-item__header"">
    Hp ZBook Studio G5 i9
</h1>",Neuf,HP,380 000 ,Grand-Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f5b06eeef7e90fa9754d84ad320012a/-/horizon-files-prod/ed/picture/qxjpmvzq/0b91129b4527aa0c04e1af15fa7dcf7c47977277.jpg
743,"<h1 class=""listing-item__header"">
    MacBook Air 2020 Puce M1
</h1>",Neuf,Apple,475 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/794af94e4412a1d5d23fff21186a68b4/-/horizon-files-prod/ed/picture/qm5g7edd/38ecaa723c3f743d638b6df9b09d2054d011a799.jpg
744,"<h1 class=""listing-item__header"">
    Hp EliteBook 840 G6 i5 8th Génération  Disque 256 SSD
</h1>",Neuf,HP,190 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2beac0dbe15d8d0479787b6e410255dc/-/horizon-files-prod/ed/picture/q78wqz0g/d6f529a17b66edaedc05e98080b812955b3848a6.jpg
745,"<h1 class=""listing-item__header"">
    Lenovo t480s i7
</h1>",Venant,Lenovo,255 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1773941064a3776e30b9ba2cfe049daf/-/horizon-files-prod/ed/picture/qpdm9e8r/c092a45b3027d7d0f339074a8012c6282e6b2814.jpg
746,"<h1 class=""listing-item__header"">
    Microsoft Surface Pro 11e édition 13"" Snapdragon x Elite
</h1>",Neuf,Microsoft Surface,950 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8bff22ba654c572306227eb85e6933b3/-/horizon-files-prod/ed/picture/qv4w00g2/6f1d1655b7bd3336f74a34d28ed3211d59ac14cd.jpg
747,"<h1 class=""listing-item__header"">
    Lenovo ThinkBook 15 G2 - AMD Ryzen 7 | 16GB RAM | 512
</h1>",Venant,Lenovo,355 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d0ce30980d6da299a13018923d42c9a/-/horizon-files-prod/ed/picture/qxjpx70j/5259b160c09d890134350f63a121c48e42ff7902.jpg
748,"<h1 class=""listing-item__header"">
    MacBook Pro 14'' 2021 M1 Pro / 16GB / 512GB
</h1>",Venant,Apple,750 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7226f45b0840faf9ca04dd2b71157ba8/-/horizon-files-prod/ed/picture/qngpkk7g/e6cce83a37e8889a9854095a38e80c1458443cfc.jpg
749,"<h1 class=""listing-item__header"">
    Dell Latitude 5000 5430 14"" Rugged Core i7 11th Gen
</h1>",Venant,Dell,650 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfe98c15e4208fedb267518b05263b80/-/horizon-files-prod/ed/picture/qde7zz0m/e4b22a60d993d99dd68a26a16ce195c2975aa720.jpg
750,"<h1 class=""listing-item__header"">
    Dell 14"" Precision 3480 Mobile Workstation
</h1>",Neuf,Dell,550 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f9c5922445a4eea34a5687c7ad8255d/-/horizon-files-prod/ed/picture/q8v4r7vr/19d957957580fbcb5ca1679cae3c2bd1d5554878.jpg
751,"<h1 class=""listing-item__header"">
    HP 15 Laptop, AMD Ryzen 3 Processor, 8 GB RAM, 256 GB SSD,
</h1>",Neuf,HP,260 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/84356682d2a607c8690c5d431178452b/-/horizon-files-prod/ed/picture/qq42n9rj/ffaabd7f223697ac28eb79da13cbf3ff6303fe18.jpg
752,"<h1 class=""listing-item__header"">
    💻 HP EliteBook 745 G6 - Performance et Élégance Réunies
</h1>",Neuf,HP,195 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fceeb0420def367bb75b470c2286ce9c/-/horizon-files-prod/ed/picture/q0g76jwm/017070b1d85d912ddbd240ee5c4cbfabb54786e7.jpg
753,"<h1 class=""listing-item__header"">
    Dell Précision 5530 i7 9th Génération (work station)
</h1>",Venant,Dell,380 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51b4697da8efa27b439f65e60beace3e/-/horizon-files-prod/ed/picture/qxjpm9ev/806c1b670c5cbaecc8938a33bb1bf9f15704dfb1.jpg
754,"<h1 class=""listing-item__header"">
    ACER NITRO 5 I5/16GO/512SSD/RTX3050
</h1>",Neuf,Acer,550 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/73b108d83bc3523eeece3c6b6635f0fc/-/horizon-files-prod/ed/picture/q56d8dqg/d99ff9004d9f0abd5a0461102f666520c6af43b8.jpg
755,"<h1 class=""listing-item__header"">
    Asus Tuf Gamer Ryzen
</h1>",Neuf,ASUS,400 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/28934881125f52c7ca0605073d9ef9b8/-/horizon-files-prod/ed/picture/qwezdqkg/ede1ed249656f9dfbac6b7b334c0ad01d640b0df.jpg
756,"<h1 class=""listing-item__header"">
    ASUS ROG Strix G16 (2024)
</h1>",Neuf,ASUS,950 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f942d79898a944e997e5f2a8e161a70e/-/horizon-files-prod/ed/picture/qj4qpkn8/dc191f02fa923c8e504b7f80307f915bc9c296fd.jpg
757,"<h1 class=""listing-item__header"">
    LENOVO THINKPAD P14S GEN 5 RYZEN 7/32GO/1TO
</h1>",Neuf,Lenovo,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6aa976ffc4ec7856c0d554e998efce4/-/horizon-files-prod/ed/picture/qrz8wxex/386b7c661426fb83d74209694ec5724f48400aa3.jpg
758,"<h1 class=""listing-item__header"">
    MacBook pro 2019 i7
</h1>",Venant,Apple,490 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98494394ef9ba3c5116034f8b7f51ca6/-/horizon-files-prod/ed/picture/qrz8wwx5/342c9290d215d6fd0c17adf4291c8cfed0f39d4d.jpg
759,"<h1 class=""listing-item__header"">
    Dell inspiron 11th génération 15 pouce
</h1>",Venant,Dell,200 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22c397e104c306fcef4b6bf25ebfc86e/-/horizon-files-prod/ed/picture/qngpvqjw/042a26063eaa51440a35fd853eecbeedf2f9d535.jpg
760,"<h1 class=""listing-item__header"">
    Hp probook 445 G7
</h1>",Neuf,HP,190 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05d58962352d640b0bf9d771db5b8ec3/-/horizon-files-prod/ed/picture/qenv8kpj/68231cf46ad9cc2412822248351122dceb973f4b.jpg
761,"<h1 class=""listing-item__header"">
    HP EliteBook 640 G10 i5 tactile - 13th Gen Neuf
</h1>",Neuf,HP,400 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8eda2d5ffea69bed640f7471c17404d2/-/horizon-files-prod/ed/picture/q6xdwwrz/ef6e1eef2216d0f99eecaae32aa41092a94783c5.jpg
762,"<h1 class=""listing-item__header"">
    DELL LATITUDE 5450 UTRA 7/32GO/512SSD
</h1>",Neuf,Dell,700 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86cbc6d42338bcbfdcf9e4f1810bfb22/-/horizon-files-prod/ed/picture/qm5g7779/e023e88c8cb910db409227ed8119bcd51131bf39.jpg
763,"<h1 class=""listing-item__header"">
    acer NITRO 5
</h1>",Neuf,Acer,800 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c95b768cf59c28e6dbc999d1706a1b1/-/horizon-files-prod/ed/picture/qxjpmmmz/74af56f4f2e711f3733a301ef0f4183b88290988.jpg
764,"<h1 class=""listing-item__header"">
    Hp Elitebook 1030 G2
</h1>",Neuf,HP,230 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b01e41282c907c5d53d22ab9b8a64f4b/-/horizon-files-prod/ed/picture/qq42nnnw/34dac2e1fa002ab870081536d4fb942767fe371a.jpg
765,"<h1 class=""listing-item__header"">
    MSI GAMER GF75 I7 RTX3060
</h1>",Venant,MSI,420 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb500d037b0a11aa7a5fa15d7e3595c2/-/horizon-files-prod/ed/picture/q9mjzzxj/31686344c2835f6bd5d087e5abf331e2b5fddc07.jpg
766,"<h1 class=""listing-item__header"">
    LENOVO THINKPAD L15 10Th generation
</h1>",Venant,Lenovo,200 000 ,Hann maristes,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51cd8206fe8650ba395cb51d1364fad4/-/horizon-files-prod/ed/picture/qq42nn5e/c1e12acdc1477d67a31d8abff365b253f5b98b0c.jpg
767,"<h1 class=""listing-item__header"">
    Dell latitude 7420 i7 tactile 2023
</h1>",Venant,Dell,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/669465a48db8cca1208464af0b8a422f/-/horizon-files-prod/ed/picture/qngpvvk9/1b3006985429211deeedaa9e2af0450bab09e624.jpg
768,"<h1 class=""listing-item__header"">
    Hp Elitbook 1040 G8 x360 i7
</h1>",Neuf,HP,400 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1439036d5975b94672ef30033033ca9/-/horizon-files-prod/ed/picture/q56dnn8e/ce433bf0d542d608b72eabd32d7442f35f139d0e.jpg
769,"<h1 class=""listing-item__header"">
    Hp probook 440 g7
</h1>",Venant,HP,190 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0336756f398dfce0b1871a051b4860cf/-/horizon-files-prod/ed/picture/qkr8q6vm/a20b2775862bc134c86a4e5188683426a2f33d64.jpg
770,"<h1 class=""listing-item__header"">
    Microsoft Surface Pro X 2023
</h1>",Neuf,Microsoft Surface,400 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ccc2a457ea5d6ea938eb99c2d6069645/-/horizon-files-prod/ed/picture/qgqwrrjk/467fff504e00be77279ac3299a9c3fbfde105339.jpg
771,"<h1 class=""listing-item__header"">
    Imac 27pouces 2020
</h1>",Neuf,Apple,580 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7a3d2733de8254b7da60d50c7e59d01/-/horizon-files-prod/ed/picture/qq42nn8w/120fa826fbd46ca7f2258193e358d16a6cf471f1.jpg
772,"<h1 class=""listing-item__header"">
    Lenovo Thinkbook i7 11e
</h1>",Venant,Lenovo,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c6e1a8ecc9fb4947e0390b59e1afdf6/-/horizon-files-prod/ed/picture/qde7qq0g/a248e601abba12eed1484dea2692e47db32ccbf4.jpg
773,"<h1 class=""listing-item__header"">
    MACBOOK PRO TOUCHBAR
</h1>",Venant,Apple,300 000 ,Hlm grand-yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cc93cb5ce0c3b987dc341c9914bf0f5/-/horizon-files-prod/ed/picture/qxjpmnp4/a44cfe4c317762c39f41a8ec7e88b4b725857bbc.jpg
774,"<h1 class=""listing-item__header"">
    MACBOOK PRO 2020 TOUCHBAR
</h1>",Neuf,Apple,320 000 ,Hlm grand-yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d636449a2aa8e0a0e225043039839c0/-/horizon-files-prod/ed/picture/q6xdwwzz/d003d3d97f5a3a1980eaac39b26fe794d2a69603.jpg
775,"<h1 class=""listing-item__header"">
    Hp ZBook Studio G5
</h1>",Neuf,HP,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9d9e6d9a776f08a33fbe7dcc38a13f98/-/horizon-files-prod/ed/picture/qj4qggpd/c60e06416289246078249c88d6c216bba65d2aa7.jpg
776,"<h1 class=""listing-item__header"">
    MACBOOK 16POUCE M1PRO
</h1>",Venant,Apple,750 000 ,Nord foire,https://i.roamcdn.net/hz/ed/listing-thumb-543w/32b418ea42557cdc666a2600d1341e57/-/horizon-files-prod/ed/picture/q9mjxrx8/0d46ce8f728149e759f8b4b091deebd38861f03d.jpg
777,"<h1 class=""listing-item__header"">
    Tablette surface 3
</h1>",Neuf,Microsoft Surface,90 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee609801f13f433a3f56de9fa912adc1/-/horizon-files-prod/ed/picture/qj4qgg6d/565ad22436cce41a63574c73305f604615f644f4.jpg
778,"<h1 class=""listing-item__header"">
    iMac 24 pouces M4 24GB SSD 1TB
</h1>",Neuf,Apple,1 950 000 ,Fenêtre mermoz,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4cecc489ffa0573f8384fd1b3d8f5c45/-/horizon-files-prod/ed/picture/qgqwrr90/c231aaaca04d8f8c0cedc1a157c33828780c2aa3.jpg
779,"<h1 class=""listing-item__header"">
    HP EliteDesk 800 G9
</h1>",Neuf,HP,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f5b8320b95195657675324aac810a16/-/horizon-files-prod/ed/picture/qenv8zg9/f1f4b09e9bcb15b5b64ddfd58d6f50f66c1dbb76.jpg
780,"<h1 class=""listing-item__header"">
    Mac Pro i7 ✅ 1.000 Go Ssd✅ TouchBar - 16Go Ram-
</h1>",Venant,Apple,400 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f81d1ad057556816a59e0c98b32d6c31/-/horizon-files-prod/ed/picture/q0g76v4m/5959d0e0471e0308af7401f1135344ba2749ab3b.jpg
781,"<h1 class=""listing-item__header"">
    Macbook air 2015
</h1>",Venant,Apple,200 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/990e74387eea8a312e236ba6d81cdcde/-/horizon-files-prod/ed/picture/q0g76vvd/d17d52dc90fc83d90249aaee127209d16ecdb292.jpg
782,"<h1 class=""listing-item__header"">
    MacBook M1 pro 14 pouces (512 SSD /16Go)
</h1>",Venant,Apple,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7156d93590aa5096fcb381e633de600d/-/horizon-files-prod/ed/picture/qv4wrvqk/eaed85e7ddec2d75596f8dd37903e9ab5f1ccaf4.jpg
783,"<h1 class=""listing-item__header"">
    micro dell i5 8th 256g 8g hdmi
</h1>",Venant,Dell,85 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4740cfaa882ff2748e8c6f977f7cc988/-/horizon-files-prod/ed/picture/q0g76v5e/89d9babbbdcb016ffbf89341d7edc23aff008dc3.jpg
784,"<h1 class=""listing-item__header"">
    Écran pc dell 27 pouces hdmi
</h1>",Venant,Dell,85 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86000764f32fdbd9592a223583c2e284/-/horizon-files-prod/ed/picture/qj4qg9xz/335015a76771f65c766ace5a3d4dfba1fcfcc1b5.jpg
785,"<h1 class=""listing-item__header"">
    Lenovo Thinkpad T560 Cor i5 6èm Gén
</h1>",Venant,Lenovo,115 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc9420f742a1e72690b4caf5747e1926/-/horizon-files-prod/ed/picture/qwepxw0j/8cf6dde9375c7ddff3a6ad322f263e0c74e001b3.jpg
786,"<h1 class=""listing-item__header"">
    HP Probook 450 G3 Cor i5 6èm Gén
</h1>",Venant,HP,115 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e25932594083c720a17a869a5803980b/-/horizon-files-prod/ed/picture/q6xdw5wd/d5377352f8aad0d189233f94eba58864daa2bdf6.jpg
787,"<h1 class=""listing-item__header"">
    Imac Puce M4 Ram 16 Gb Scelle Couleur Bleu
</h1>",Neuf,Apple,1 350 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/794e12a339ea83fffaab3af37c01946a/-/horizon-files-prod/ed/picture/q78w4zpd/88d8c5476f5224ac9af91ba4386cd6de777d6942.jpg
788,"<h1 class=""listing-item__header"">
    2024 Mac Book Air Puce M3
</h1>",Neuf,Apple,625 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d18b2bd776e3156007e1953592453af2/-/horizon-files-prod/ed/picture/q9mjxvkw/9ba6950305ed8ad48539346f96dc78df7e327991.png
789,"<h1 class=""listing-item__header"">
    Dell Latitude 9330 X360 Core i7 scellé
</h1>",Neuf,Dell,585 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b25439002aa216ed81df427bb967e202/-/horizon-files-prod/ed/picture/qm5gqv8m/4a890d4b419b0542b3ba88760f287c6a83c662b3.jpg
790,"<h1 class=""listing-item__header"">
    Hp elitebook 830 g6
</h1>",Venant,HP,180 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34e736bff8f559c3d5b435bf753daae2/-/horizon-files-prod/ed/picture/qzvpqzmr/b6c7eb718a4c65517cc5a35e6f4c0900ba5d56a4.jpg
791,"<h1 class=""listing-item__header"">
    Dell latitude 7440 i7 13th Gen 14 Pouces
</h1>",Neuf,Dell,600 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/383e450afa6518aff4b386df0581095a/-/horizon-files-prod/ed/picture/q56dn2dr/61560847f7ba846b4855805ab577580a7789628c.jpg
792,"<h1 class=""listing-item__header"">
    Lenevo Think Pad X13 13.3 Pouces
</h1>",Neuf,Lenovo,450 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/92c967178b6f7657794660b80ba77bb1/-/horizon-files-prod/ed/picture/qq42nk7e/70ac97763b09b43a90cfe365e39ee87f265ad0dd.jpg
793,"<h1 class=""listing-item__header"">
    Dell Latitude 9520 / Core i7 4-Core - 16GB - 512GB
</h1>",Neuf,Dell,450 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dea3ed669c2c8c9a67c568f2f5c372aa/-/horizon-files-prod/ed/picture/qq42nwdp/b5c182d376384bfdeb1f56e296005f35d7e80b86.jpg
794,"<h1 class=""listing-item__header"">
    HP ZBook Studio G5
</h1>",Neuf,HP,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e92ee4b676550977b695fc00eb2c97fd/-/horizon-files-prod/ed/picture/q8v482v6/a19f83fb6cc9226270e70da2c9fc731defa99528.jpg
795,"<h1 class=""listing-item__header"">
    HP EliteBook 840 G9 i7 12th Gen
</h1>",Neuf,HP,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b39459cf0a920b4edef10be8135f938/-/horizon-files-prod/ed/picture/qngpvkgv/24268f5492a70c9045c323f3d8c5db101c342bca.jpg
796,"<h1 class=""listing-item__header"">
    HP ElitUltrabook eBook 840 G3
</h1>",Neuf,HP,140 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a50543a9dcde592eb5f72eeb7ae0c82/-/horizon-files-prod/ed/picture/qrz8wkzj/14e64d95ac574df95db3e8aae0ab89e2737a16f8.jpg
797,"<h1 class=""listing-item__header"">
    DELL Latitude 7440 i7 13th Gen 14 Pouces Écran Tactile
</h1>",Neuf,Dell,600 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/557033831c576f8d49ecebc954b54cc1/-/horizon-files-prod/ed/picture/qenv8md4/c4700b37b90925002d0bda5d1877fe95daaab268.jpg
798,"<h1 class=""listing-item__header"">
    HP EliteBook 745 G6
</h1>",Neuf,HP,190 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90011335b54ed192c6fb3951c3600f78/-/horizon-files-prod/ed/picture/q56dn2w0/697fc31d298b83376352783a02ae29c189400529.jpg
