,details,Etat,Marque,Prix,Adresse,Image_link
1980,"<h1 class=""listing-item__header"">
    Surface pro 7
</h1>",Venant,Microsoft Surface,220 000 ,Sicap Liberté,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa4f679f5096b6944275ac54ed08e0b5/-/horizon-files-prod/ed/picture/q2j08rp6/5583fedb55dacf4d9ec734795b7ee005f485f7c5.jpg
1981,"<h1 class=""listing-item__header"">
    PC GAMER ASUS ROG PUISSANT🏅
</h1>",Venant,ASUS,1 500 000 ,Liberte 5,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0447f30e262cd6fe373f773b8479ee10/-/horizon-files-prod/ed/picture/qwepw5mj/cb31e0109fa3dc37225c7b3bf22af00a6896e9fa.jpg
1982,"<h1 class=""listing-item__header"">
    MacBook Air M3 2024 13.3 Pouces
</h1>",Neuf,Apple,900 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7507719e0dd43cc0ca1d258ec1d01790/-/horizon-files-prod/ed/picture/qenvw7ed/f4f3e99079bc61e882c9c23d809a27d4e2907854.jpg
1983,"<h1 class=""listing-item__header"">
    Puissant Gamer HP Z840/56threads
</h1>",Venant,HP,650 000 ,Pikine,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf6b5b663a8bb687ad495ea078de49e4/-/horizon-files-prod/ed/picture/qj4qzw5g/49f3dce42b60984d99b9d5cecdf782f4baa2dcff.jpg
1984,"<h1 class=""listing-item__header"">
    Gamer HP xeon 28theads/ 8 go graphique
</h1>",Venant,HP,350 000 ,Pikine,https://i.roamcdn.net/hz/ed/listing-thumb-543w/71a8057dbcbb4dd4dc7cf1122de9d67a/-/horizon-files-prod/ed/picture/qwepw8ng/be7b71893ac29851cae14bdd009d4076c2a32c6b.jpg
1985,"<h1 class=""listing-item__header"">
    Ecran 19 pouces
</h1>",D'occasion,Autre,46 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3024f38c38449283b747773d28207275/-/horizon-files-prod/ed/picture/q9mjgw4x/26c427fbfe9f9b69c0229ba1302b2e5e54a3da8b.jpg
1986,"<h1 class=""listing-item__header"">
    DELL LATITUDE 3190 DUAL CORE
</h1>",Venant,Dell,84 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/814a762ddc45290267d98c5f95e843cf/-/horizon-files-prod/ed/picture/qgqw44kk/7537f2f0a5906914739a48e58b0e9818f5cb17d9.jpg
1987,"<h1 class=""listing-item__header"">
    Hp Omen i9 64Go 2TO RTX4060
</h1>",Neuf,HP,1 250 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bcdb872f258182af39a65fe2c3eaf02/-/horizon-files-prod/ed/picture/qm5gjq8m/cf0e58c23dc9b9d4a0ba5737740e7dca2cbbc9c3.png
1988,"<h1 class=""listing-item__header"">
    2024 Mac Book Air M3 ssd 512 Gb Ram 8 Gb
</h1>",Neuf,Apple,680 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/243187b653b30cdb66581eb4a4fcd4a6/-/horizon-files-prod/ed/picture/q2j0w76p/5558ba971da26bae33d24091755ac33fb213694c.jpg
1989,"<h1 class=""listing-item__header"">
    Mac Book M3 Pro ssd 1 Tera Ram 36 Gb
</h1>",Neuf,Apple,1 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b15eb1f3a87c5d2b577fb0db8cfc2a0/-/horizon-files-prod/ed/picture/qxjpqw78/383c15294687f7f652cb94159157edcc78ce9761.jpg
1990,"<h1 class=""listing-item__header"">
    Hp zbook firefly 14 G7
</h1>",Venant,HP,225 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e9044de53b2d499357280b8af24e5e6/-/horizon-files-prod/ed/picture/q78wgj4x/ce266b80017570a408321b9e8a48a71373c1b9dd.jpg
1991,"<h1 class=""listing-item__header"">
    Hp elitebook x360 1030 G2
</h1>",Venant,HP,185 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/41d83c0544e31836c2a3ebbb5c11d651/-/horizon-files-prod/ed/picture/q6xd5q8n/d8f272df74fe9541396de15805ae6dc4f64ae89a.jpg
1992,"<h1 class=""listing-item__header"">
    ASUS Zenbook 14 OLED I7-12GEN/16GO/512SSD
</h1>",Neuf,ASUS,550 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d595a761fef57b5dafad587b973cf4c4/-/horizon-files-prod/ed/picture/q8v4gm2r/c33e3fb979fdef77808738765440db8792ad4b7b.jpg
1993,"<h1 class=""listing-item__header"">
    Lenovo T14 gen 2
</h1>",Neuf,Lenovo,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8de2d13aa542f7e91308c9d61a16601f/-/horizon-files-prod/ed/picture/q6xd5de6/c77e7b2180faba2ae0ae4e9cb3cce94c14c795f4.jpg
1994,"<h1 class=""listing-item__header"">
    LENOVO Thinkpad T480
</h1>",Réconditionné,Lenovo,160 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ebf9a8a32b7163515c4143504a26b8a/-/horizon-files-prod/ed/picture/qv4wzpep/77decafe06e03ba6d25ae78529d7c6a8cfb9b2b8.jpg
1995,"<h1 class=""listing-item__header"">
    Ordinateur HP Tactil core i5 Neuf
</h1>",Neuf,HP,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf71c5efd5bc43bff3ff272dc5ec7874/-/horizon-files-prod/ed/picture/q0g79mgm/b7228310f269c7ee2350adfa920bc6cf8e1c4edf.jpg
1996,"<h1 class=""listing-item__header"">
    Mac book Air M3 2024 256SSD Ram8 13 pouce neuf
</h1>",Neuf,Apple,745 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b43c13f2469d19d02b3c26dd0cd45742/-/horizon-files-prod/ed/picture/q78w0n8e/831d13f7778c7b924d8a8e46802dc5f18a166fdd.jpg
1997,"<h1 class=""listing-item__header"">
    Ordinateur HP venant core i5
</h1>",Venant,HP,215 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/525f589e161490069cd262bb12fa99a7/-/horizon-files-prod/ed/picture/qenvxgnk/aa018e0ef2fe07f1535b399624629387261c9ab0.jpg
1998,"<h1 class=""listing-item__header"">
    Mac book Air 2017 256SSD Ram8 13 pouces
</h1>",Venant,Apple,245 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b797b90c328f989029736a5cc386fcd/-/horizon-files-prod/ed/picture/qpdmjkdq/18f6cb73ab13bd26a1992bf91ff7a2cf70be8095.jpg
1999,"<h1 class=""listing-item__header"">
    Ordinateur HP Neuf core i5
</h1>",Neuf,HP,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d52d37010c43841d7c2fdaa422661e4/-/horizon-files-prod/ed/picture/qde72xem/6703e9af133c2f1789711e950287c49a98274220.jpg
2000,"<h1 class=""listing-item__header"">
    Asus vivobook 1terra/ +128ssd /17.3
</h1>",Neuf,ASUS,200 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad2b31d8aff5e934d49197af66dac75e/-/horizon-files-prod/ed/picture/qrz8jd2n/cf6bd943af1e3cdd734a68b863d6f6c29dc97867.jpg
2001,"<h1 class=""listing-item__header"">
    MACBOOK PRO 2017 512GO RAM 16GO
</h1>",Venant,Apple,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0baf97654ee800391e472f3ce525298/-/horizon-files-prod/ed/picture/qgqwdnrk/74945e7d1a2f2b99938f0cc742cb6c19d0f6cca4.jpg
2002,"<h1 class=""listing-item__header"">
    Dell Latitude 7480
</h1>",Réconditionné,Dell,170 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de10d751541320009b70f31ac2af1c2d/-/horizon-files-prod/ed/picture/q9mjngz0/9b1882723ae20e28080823a6981bba4d31df69af.jpg
2003,"<h1 class=""listing-item__header"">
    Imac 2017 core i5 processeur 3.00Ghz RAM 8go
</h1>",Venant,Apple,315 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a0072eb17a66a1747bc33197e92a2158/-/horizon-files-prod/ed/picture/qde728pm/8ca27c2a79d5a05cee19005c7b966895c6c0f1d8.jpg
2004,"<h1 class=""listing-item__header"">
    Imac Retina 2020
Écran 27pouces
</h1>",Venant,Apple,550 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/36716c2a9917c84a5ca0e6d9575ebc9a/-/horizon-files-prod/ed/picture/qrz8j9en/9f90d5078afa6551d9b4989a9f3792fbbe1ed70c.jpg
2005,"<h1 class=""listing-item__header"">
    PC Msi Gaming (2023)
</h1>",Neuf,MSI,1 650 000 ,Sicap Sacré-cœur,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e4d6467ae319231dcce8eb24a08fe7f/-/horizon-files-prod/ed/picture/q6xdnp46/4cf9ee58bf53b5bb9e25ddafc26f7701eeb3a2a3.jpg
2006,"<h1 class=""listing-item__header"">
    HP ELITEBOOK 840 G10
</h1>",Neuf,HP,650 000 ,Cité keur gorgui,https://i.roamcdn.net/hz/ed/listing-thumb-543w/920efc3354e03cb1a9add8c579da34a4/-/horizon-files-prod/ed/picture/qdekqm0j/c81143e5f41e5ab7c59cba4e5731acb53b4531bb.jpg
2007,"<h1 class=""listing-item__header"">
    MacBook Pro Retina 13’’ 2017
</h1>",Neuf,Apple,330 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b97e116a2606bb66623f4ec1c000a029/-/horizon-files-prod/ed/picture/qngpjew9/a006d354e41f4ba6ce4c5d852a163d8c780491de.jpg
2008,"<h1 class=""listing-item__header"">
    Ordinateur
</h1>",Neuf,HP,350 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e16aa8cbf4e4a2410498cdc11fe22ea5/-/horizon-files-prod/ed/picture/q2jq4vze/fcb44ead2c45bb86a824ef52b2ef7d443bac7747.jpg
2009,"<h1 class=""listing-item__header"">
    Dell 5590 i5 8th ram 8
</h1>",Venant,Dell,160 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ba584be1ec4328d482cc63dc1246a0a/-/horizon-files-prod/ed/picture/qq47gw4e/f54fd013d63e27b84db9265747e3c9eff75b6349.jpg
2010,"<h1 class=""listing-item__header"">
    DELL 3189 tactile RAM 8Go
</h1>",Venant,Dell,90 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42563184ad249b699e4f0eeabf1b7e28/-/horizon-files-prod/ed/picture/qngpj84v/0419aca436291900c4832d0b3d78e0a4c470cd31.jpg
2011,"<h1 class=""listing-item__header"">
    MICROSOFT SURFACE PRO 9 CORE I5
</h1>",Neuf,HP,845 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52cf3fa6a67875e632bad5e5cf83b93b/-/horizon-files-prod/ed/picture/qj4qx7v6/73b3e0cd3b52ed679f7ce3cccb8a4c2570749101.jpg
2012,"<h1 class=""listing-item__header"">
    Ordinateur HP Neuf Core i5
</h1>",Neuf,HP,299 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cd5fbc5599ca4c4457cc97868dd7e72/-/horizon-files-prod/ed/picture/q6xdv4ng/dc56c9284784a3d425b60de6b5d07ad04f0146ef.jpg
2013,"<h1 class=""listing-item__header"">
    Ecran PC 24,5 pouces 100Hz FHD IPS 1ms Acer
</h1>",Neuf,Acer,100 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4adee72f4843227fa5efdbd98c041808/-/horizon-files-prod/ed/picture/q64jv44/a1407c99a98933d4a3544db89eeca6c648258177.jpg
2014,"<h1 class=""listing-item__header"">
    Support ordinateur avec refroidissement par ventilateur
</h1>",Neuf,Autre,25 000 ,Grand-Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d50ceda7ab46b19b4a7311d7e858b88b/-/horizon-files-prod/ed/picture/q9m9j6q7/555b88b0ba7b0df12061889b99bbee0f056e4301.jpg
2015,"<h1 class=""listing-item__header"">
    Hp Probook X360 11 G5 hybride 2in 1
</h1>",Venant,HP,95 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed99ef4ae55ad05bc86f0a98198fd1aa/-/horizon-files-prod/ed/picture/qm5gj40g/3f378d847f04b381fff3b6313d63de79b002d39b.jpg
2016,"<h1 class=""listing-item__header"">
    Hp pro X2
</h1>",Venant,HP,190 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f29924d5936445d8e40c95f7c56baed/-/horizon-files-prod/ed/picture/qgqwdz0k/4d06d4ed98178449213b3f1ee5c75dd942ecfdea.jpg
2017,"<h1 class=""listing-item__header"">
    HP PRODESK 400 G1 CORE I5
</h1>",Neuf,HP,249 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e57272e643541c6f54f17125ff724aff/-/horizon-files-prod/ed/picture/q0gwmjkg/53c62e2992a2ddd37d991adb3a1075553a28b47d.jpg
2018,"<h1 class=""listing-item__header"">
    Dell dual core
</h1>",Venant,Dell,100 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a50106932e940ccdfb9654d18041f8d/-/horizon-files-prod/ed/picture/q9mjn5en/7d6d72660fbf1314f98f01e0c51578eca0b97138.jpg
2019,"<h1 class=""listing-item__header"">
    HP ELITEBOOK 1030 X 360 G2 CORE I5
</h1>",Venant,HP,214 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bfe29e9b47c2ae9c6bdf6cd77b4361d4/-/horizon-files-prod/ed/picture/qwepexmk/9d0a07ef6f2db6193adfd193339d0f13d509989a.jpg
2020,"<h1 class=""listing-item__header"">
    Ordinateur portable HP neuf
</h1>",Neuf,HP,275 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a622d078dec6442702a5bc1ca9afc53/-/horizon-files-prod/ed/picture/q44n68pz/79477c13307ee88f0fd836289c450d6757f33093.jpg
2021,"<h1 class=""listing-item__header"">
    HP EliteBook x360 1030 G2 core i5
</h1>",Neuf,HP,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bffb001e382fae03631a4306066a501/-/horizon-files-prod/ed/picture/qzvd7mz9/9295dcd30435642fbceca53f24f9b0d0064298a1.jpg
2022,"<h1 class=""listing-item__header"">
    Dell Inspiron 5620 i7 12th GEN
</h1>",Neuf,Dell,300 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c1c57b41f548d1a399d6b4a0c494e3a/-/horizon-files-prod/ed/picture/q8v4keqz/bff2a42e9ab5adeb0f7fd284fdbe2f8958f605f9.jpg
2023,"<h1 class=""listing-item__header"">
    Dell Inspiron 16 5620
</h1>",Venant,Dell,300 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8806baf6767609e185503af268a1cf77/-/horizon-files-prod/ed/picture/qwepnv7j/55a252828363ec55506e1ffd0a54573bc847ba6b.jpg
2024,"<h1 class=""listing-item__header"">
    MAC STUDIO M2 ULTRA NEUF SCELLER
</h1>",Neuf,Apple,2 900 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/71db13f2b9352cafebd042103d669c72/-/horizon-files-prod/ed/picture/qwepr9gk/c2cfbbff80bf0ca560d8844d8c487fe6bcd9c33a.jpg
2025,"<h1 class=""listing-item__header"">
    Sac à dos ordinateur - cuire
</h1>",Neuf,cuire,17 000 ,Grand-Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cb56ae444a1ef95ae7717bc5208de06/-/horizon-files-prod/ed/picture/qm55km69/40cb745ebdd38cf54f7cba4701777a9f6f0958e8.jpg
2026,"<h1 class=""listing-item__header"">
    MacBook Pro i5 / 8 Go / 256 Go
</h1>",Venant,Apple,350 000 ,Hann maristes,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50784cd5a07199333c5ed844884e753c/-/horizon-files-prod/ed/picture/qxjpjn88/67f6210cdca2e5e73f46150124ac820c18f76d7b.jpg
2027,"<h1 class=""listing-item__header"">
    Hp omen i9 4060
</h1>",Neuf,HP,1 150 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ccbb971225aad79521b7bd02e009e83/-/horizon-files-prod/ed/picture/qenvpw06/e1ef0b213691452ddec07e0202219243d80f743d.jpg
2028,"<h1 class=""listing-item__header"">
    ALL IN ONE HP NEUF 27""
</h1>",Neuf,HP,850 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/659078c9ac03ca30f7633a61ae2a1320/-/horizon-files-prod/ed/picture/qxj24p2j/75109bad3787de526bf39ab1d22e86fade95a49b.jpg
2029,"<h1 class=""listing-item__header"">
    Hp X360 core i7 13 ème tactile
</h1>",Neuf,HP,650 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e112e811e24e7ab0d1f78e8bb34b6e6/-/horizon-files-prod/ed/picture/q9m9p4vv/79e2da6ce69df5645d9649dcb0e82d8457b9c4eb.jpg
2030,"<h1 class=""listing-item__header"">
    Macbook Pro M3
</h1>",Neuf,Apple,1 000 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9afca25a44fbf6c0766ed2e0326ff2c7/-/horizon-files-prod/ed/picture/qxj25zew/a96694669e4c2920c2e5e554f218afb003b45de2.jpg
2031,"<h1 class=""listing-item__header"">
    Ecran HP M27f Full HD Argent
</h1>",Neuf,HP,159 999 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c81ae10ce8b8e2b054caf3e42395c0d7/-/horizon-files-prod/ed/picture/qqrpzrj/29ad076c6674e5909525c16858124e8ae6f27e4b.png
2032,"<h1 class=""listing-item__header"">
    MACBOOK PRO M2 PRO  2023 16 POUCES
</h1>",Neuf,Apple,1 350 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b88220797da5decfce98f294fb724a9d/-/horizon-files-prod/ed/picture/qgqwp48m/bd489206d9df5b441755afbd5a8d5334cd41fe77.jpg
2033,"<h1 class=""listing-item__header"">
    HP 290 G1 MT Core i3 7th Generation
</h1>",D'occasion,HP,55 000 ,Keur Massar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/017e964517741f0b4ee32e19978ebda6/-/horizon-files-prod/ed/picture/qpdmg6qm/97c4d4c7324d1a1812dd1f2028f2e54607a1733c.jpg
2034,"<h1 class=""listing-item__header"">
    Hp elitbook  840g7 i5 10eme
</h1>",Neuf,HP,275 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44e1d6f860b47a82714ce108322f1dfd/-/horizon-files-prod/ed/picture/qm5g02d6/5ca9f842bc562d9e3f1846d43eb2b487560cde9a.jpg
2035,"<h1 class=""listing-item__header"">
    Dell latitude 5530 i5 12eme
</h1>",Neuf,HP,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ad7115565a23d98457ed6e7fc47cb47/-/horizon-files-prod/ed/picture/q8v4m6nz/cda7fa0be2078f2af24be3bc585d3e71f6003872.jpg
2036,"<h1 class=""listing-item__header"">
    HP 6300 i5 neuf
</h1>",Neuf,HP,244 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d6c9ab3cfa6559a9b6070df72083d1b/-/horizon-files-prod/ed/picture/qkrg599n/8b90411248655473233b36e828d04aed6e40adae.jpg
2037,"<h1 class=""listing-item__header"">
    All in One DELL i7 7th 24Pouce
</h1>",Venant,Dell,240 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed04d927204ddb0640b031affc27744b/-/horizon-files-prod/ed/picture/q44n5ger/2ecc2bc9f7037734a046bbb74b58849102f88c57.jpg
2038,"<h1 class=""listing-item__header"">
    Lenovo V15-IGL Dual Core
</h1>",Neuf,Lenovo,150 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/62e332c22dab39d2ac117b258527190b/-/horizon-files-prod/ed/picture/q9mjkdqw/675d76f7e5e97bfd0bebb46548061ba7e822ff56.jpg
2039,"<h1 class=""listing-item__header"">
    MACBOOK PRO M3 16 POUCES
</h1>",Neuf,Apple,1 700 000 ,Cité keur gorgui,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16dbd6075716057c203ef8076ca0bae9/-/horizon-files-prod/ed/picture/qv4wedej/fa94079e9bd61c0d861c73a0d580ff683f253c3c.jpg
2040,"<h1 class=""listing-item__header"">
    MACBOOK AIR M3 15 POUCES
</h1>",Neuf,Apple,1 200 000 ,Cité keur gorgui,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7ce3db76e9f5ea859a91c78bd79ca3e/-/horizon-files-prod/ed/picture/qrzv9d28/edf9fd1f90bcf4eb81d5ba164c9c536e050b3c46.jpg
2041,"<h1 class=""listing-item__header"">
    ALL IN ONE I5 24 POUCES TACTILE
</h1>",Réconditionné,HP,300 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f08a8ed97c9a9d231917237eb389b15a/-/horizon-files-prod/ed/picture/q56dp547/75b8df3c0193ab6c3a4f04756151abd60f8ba81c.jpg
2042,"<h1 class=""listing-item__header"">
    DELL  E5530 CORE I7 15'' PAVE
</h1>",D'occasion,Dell,150 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e9ff3a624dd6fb29bdf81261c7c652e/-/horizon-files-prod/ed/picture/qpdmg7pv/4b2c1c071d74c98f20c166de0f4e3af9332f1718.jpg
2043,"<h1 class=""listing-item__header"">
    MacBook Air m3 2024
</h1>",Venant,Apple,985 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be6d79cd220014afeb5c3eef9894d06f/-/horizon-files-prod/ed/picture/qngp9w6g/75ef938825cc34517f781ae4c23abc4e70ea6d28.jpg
2044,"<h1 class=""listing-item__header"">
    Dell Latitude 5410
</h1>",Venant,Dell,160 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/73b64673d72d1a058b67d53e6688900a/-/horizon-files-prod/ed/picture/qpdmgg5r/d694a7682ee3012491a4aad5f49c58781d29eec7.jpg
2045,"<h1 class=""listing-item__header"">
    PROMO ORDINATEUR HP PRO X2 G2 2-IN-1 12.3 INTEL
</h1>",Neuf,HP,249 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7021a6c4e2d8f2074b4cefdf999a45e5/-/horizon-files-prod/ed/picture/q9mjkkmw/fb8f51058b5f6409033ff44b7defbe4b9ab2c70c.jpg
2046,"<h1 class=""listing-item__header"">
    SERVEUR ML 30
</h1>",Neuf,HP,798 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56d91cf08772d8675a58b5db59f2e1cd/-/horizon-files-prod/ed/picture/qq4q0jpj/0eac146da9f7920bfa8e586248581292a37a4ef5.jpg
2047,"<h1 class=""listing-item__header"">
    ORDINATEUR ZBOOK GAMER
</h1>",Venant,HP,400 000 ,Derkle,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f6fd825dec59a9717c564316adca690/-/horizon-files-prod/ed/picture/q0g770kw/ec5915f98a89a51c3b48dfc3955f620fae57936d.jpg
2048,"<h1 class=""listing-item__header"">
    HP ORDINATEUR ALL IN ONE AIO 200 G4 22 CORE I3 4GB/1TB 22
</h1>",Neuf,HP,349 999 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69aa99eeb5e6994522e90c266aca3b6a/-/horizon-files-prod/ed/picture/qjgwv8z/08518af1e9dfea9a8c02c86483aa9799e47163c2.jpg
2049,"<h1 class=""listing-item__header"">
    Ecran HP 24f – 23.8 pouces
</h1>",Neuf,HP,139 998 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a4b62e68e957e4eb908cdf19f245e24/-/horizon-files-prod/ed/picture/qx94mk8/48a47aac6b07aabd98069c05d0624baa981b9ba2.jpg
2050,"<h1 class=""listing-item__header"">
    DELL LATITUDE 7390 2 EN 1 CORE  i5
</h1>",Venant,Dell,199 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c259a38da411c186fcf19d6f58027f8e/-/horizon-files-prod/ed/picture/qenq4xv4/7d735a2e21791349011daeccbd3a4cce6c392428.jpg
2051,"<h1 class=""listing-item__header"">
    Hp x360 G1 duo ram 4/ 128 go
</h1>",Venant,Lenovo,75 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfbbf4bbff7f4cc68cdd880eef467391/-/horizon-files-prod/ed/picture/qg22x5e/1afcb422bdf4ef5e37915c62e2ac448846867572.jpg
2052,"<h1 class=""listing-item__header"">
    DELL LATITUDE 5490 CORE I5 8TH GENERATION
</h1>",Venant,Dell,149 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/475d0f199827eaafdd6889d1e134f28f/-/horizon-files-prod/ed/picture/q0g7w2jk/6c3b64ea65f726cbbbb5490dae1f2d16ff307467.jpg
2053,"<h1 class=""listing-item__header"">
    HP 290 G9 CORE I5
</h1>",Neuf,HP,449 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70b0b4a27561ef631a769f2e3c61cadc/-/horizon-files-prod/ed/picture/qngx8rv9/858589c787be7e9b597ea5f3f44ea08695c09e5a.jpg
2054,"<h1 class=""listing-item__header"">
    MacBook Pro M3 Max
</h1>",Neuf,Apple,2 350 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66fcfa09c60c4c7cec425964faef039e/-/horizon-files-prod/ed/picture/qj4rvg5g/63080ff24d69a0113cd71d1d2f017db34a9d75f1.jpg
2055,"<h1 class=""listing-item__header"">
    Dell latitude 12e generation
</h1>",Venant,Dell,240 000 ,Hlm grand-yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9da227818cd28e95265486e85fc8ea87/-/horizon-files-prod/ed/picture/qwepzdnk/a9afaddfd00883ecc8e285ce10d8e5ab1d244437.jpg
2056,"<h1 class=""listing-item__header"">
    dell latitude 5410
</h1>",D'occasion,Dell,120 000 ,Hlm grand-yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a271ff3145539089f8b109f0632a9ca/-/horizon-files-prod/ed/picture/qq42dmw6/cca1565402d67d82855bc4af1a67f2998eb12656.jpg
2057,"<h1 class=""listing-item__header"">
    LONOVO  THINKPAD E16 GEN1 CORE I7 13 TH GENERATION
</h1>",Neuf,Lenovo,699 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3169be78b941e3eb7e05702ae7cb4fd8/-/horizon-files-prod/ed/picture/q2j0qw4k/753e34603cfc60db6fba2b321d852a6a28425d2b.jpg
2058,"<h1 class=""listing-item__header"">
    Unité Centrale Mini HP 800 G3
</h1>",Réconditionné,HP,150 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8aaca7cb1ed501c7a28d05cb12509010/-/horizon-files-prod/ed/picture/qkr8gxrw/1d6f09a5bc04e110dd0e4fc1664e244b8950836b.png
2059,"<h1 class=""listing-item__header"">
    HP ZBOOK I5 8éme 4Go graphique
</h1>",Réconditionné,HP,250 000 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66c58facf2e548aaeace845cd675b1a5/-/horizon-files-prod/ed/picture/qzvp4996/b1a3f7f1d9c54e9663b36ba72e23de7fade997a1.jpg
