,details,Etat,Marque,Prix,Adresse,Image_link
76,"<h1 class=""listing-item__header"">
    Téléviseur Gibson  42 Pouces Smart Tv Android
</h1>",Neuf,Autre,96 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0365f44b2b374808effd546a55c5caf7/-/horizon-files-prod/ed/picture/q6xdjpqg/26db9f8b9b629435509b03ffd8f44a38f59497b0.jpg
77,"<h1 class=""listing-item__header"">
    Téléviseur Asyech 55 Pouces
</h1>",Neuf,Astech,240 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0c2521215126f6d32757e892cf2a418/-/horizon-files-prod/ed/picture/qenvk4r4/3e31b4c8fee1e7d254fd68f1a00b9eaa1600ed89.jpg
78,"<h1 class=""listing-item__header"">
    Téléviseur Astech 43 Pouces
</h1>",Neuf,Astech,130 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aae09ce9628a97c52a8d0656c720b457/-/horizon-files-prod/ed/picture/q56dkjp0/f14b8d5129b9484896a5149bcd6e917842db4242.jpg
79,"<h1 class=""listing-item__header"">
    Téléviseur Sharp 55 Pouces
</h1>",Neuf,Sharp,260 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b41d5498e84fa58b7138ef64422fe99/-/horizon-files-prod/ed/picture/q2j0xmkv/8552593406c0669b0539346c5bd278abd666f38e.jpg
80,"<h1 class=""listing-item__header"">
    Téléviseur West 65 Pouces Android
</h1>",Neuf,Autre,265 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/571e75d58734e81ef2cbe2e63294cc0c/-/horizon-files-prod/ed/picture/qen5g4zz/9d43c621c99e66c0a3400324111fd3062477d3c0.jpg
81,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES ASTECH SMART GOOGLE TV 43GT3022A
</h1>",Neuf,Astech,135 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f6bd02ac8dd012f27ec3a21a1d88bb6/-/horizon-files-prod/ed/picture/q56dkj4p/eb5c57d4ea8e8d8449fcfd11eead66fec9d1abe6.jpg
82,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES ELACTRON QLED SMART ANDROID TS43D31AS
</h1>",Neuf,Elactron,135 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f8fe94270a750dd74613dde1ace17b1/-/horizon-files-prod/ed/picture/qq42r0dn/6864b6f80ca433c16b3407990f14fa9124473107.jpg
83,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES ASTECH  SMART ANDROID 43AC111D
</h1>",Neuf,Astech,135 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae02b71d4a713f2c1c957124ca54802d/-/horizon-files-prod/ed/picture/qv4wj8px/b0223f1c671dd98a2480900fb8fbf41e1bef0815.jpg
84,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES SMART TECHNOLOGY SMART STT5043SA
</h1>",Neuf,Autre,129 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2587db447d036e529305a84682834557/-/horizon-files-prod/ed/picture/qrz8xepn/0c22147e48b9c99b2f7b3f086816343818c4db05.jpg
85,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES TORNADO SMART 43ES9300E
</h1>",Neuf,Autre,119 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cb94bdf8b88cc7c9927572cd06ba1e5/-/horizon-files-prod/ed/picture/qq42rej7/09fd1033611510aa1a24e97a380f9bc5e56133f7.jpg
86,"<h1 class=""listing-item__header"">
    Téléviseur intelligent TCL 55 pouces 4K UHD HDR
</h1>",Neuf,TCL,300 000 ,VDN,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8397ad29940ed1e0d611c7b4e136949c/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qwep674z/0cb6812dc42e4a80910b290916441d4a6a130385.jpg
87,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES WIWLIL SMART 43QBHLW
</h1>",Neuf,Autre,119 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0db99938cf4da0bd093102d0ecbdd81d/-/horizon-files-prod/ed/picture/q78w6z2e/456fbcc5d195bdb6eab5cb916e8ac2e1ace1a7de.jpg
88,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES MASER SMART FULL HD43
</h1>",Neuf,Autre,119 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dce6d7b0cb2b8a3fe86a326db1619bec/-/horizon-files-prod/ed/picture/qkr8zej2/6bd21f064333e7a3fe4521ab964f33d73aaf4e93.jpg
89,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES TORL SMART ANDROID
</h1>",Neuf,Autre,119 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ecf33baa33cba5476ec6c2048c8aca6/-/horizon-files-prod/ed/picture/qrz8xe9n/394194ceeca8a6dcb00301c675ce06a8567a6fe5.jpg
90,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES ASTECH LED 430D15
</h1>",Neuf,Astech,119 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/004acfd030bbaececf11f81607b1fe2c/-/horizon-files-prod/ed/picture/qngpqe6g/5c7abebab72e4775d616e949af64eab490713714.jpg
91,"<h1 class=""listing-item__header"">
    TELEVISEUR 40POUCES SAMSUNG SMART 40N5300AU
</h1>",Neuf,Samsung,179 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/62ae44aa8b89e853240c1ce767c0ff54/-/horizon-files-prod/ed/picture/q78w6zze/21807b2f510dfa9e4639d43aee53b0e6f4f0f25a.jpg
92,"<h1 class=""listing-item__header"">
    TELEVISEUR 40POUCES SAMSUNG UA 40N5000AS
</h1>",Neuf,Samsung,149 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbf24423a7b2177b67d32ecbb9f27b2f/-/horizon-files-prod/ed/picture/qde7gppm/112b5db2f05a1f3b615d11ad0a418f37c05a7884.jpg
93,"<h1 class=""listing-item__header"">
    TELEVISEUR 43POUCES TCL  SMART S5400A
</h1>",Neuf,TCL,149 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f183b0cde9f8820724fa8e58b1a20e3d/-/horizon-files-prod/ed/picture/qgqw6ee8/facb1239722cad7a2037227ca010371d9f195a2f.jpg
94,"<h1 class=""listing-item__header"">
    TELEVISEUR 40POUCES HISENSE LED SMART VIDAA 40A4K
</h1>",Neuf,Hisense,129 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18c50e541ba1869eaf22bc8bf47dcb14/-/horizon-files-prod/ed/picture/q8v47ww4/72e92040cf64c481031541a8504b1dab03cb17af.jpg
95,"<h1 class=""listing-item__header"">
    TELEVISEUR 40POUCES WEST SMART ANDROID 40ZBD20W
</h1>",Neuf,Autre,98 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22ab2bf10e3ec3bec0c7704537d8b57a/-/horizon-files-prod/ed/picture/qv4wj6j2/930e7a697d4bca86d442831e8647f8ea101ed652.jpg
96,"<h1 class=""listing-item__header"">
    TELEVISEUR STAR TRACK 32 POUCES
</h1>",Neuf,All Star,65 000 ,Grand-Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b7c3550496aba41ea79eb51f6e44cc7/-/horizon-files-prod/ed/picture/q7859nm5/271700c684f6487cbf771907b919f1f5bf857a16.jpg
97,"<h1 class=""listing-item__header"">
    Smart vidéo projecteur pro 4k
</h1>",Neuf,Autre,95 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2696ae4726161858f90d61cd71acde65/-/horizon-files-prod/ed/picture/qj4q0e5z/0816d47133b5cce74deb02445f37c1298e5ef3d5.jpg
98,"<h1 class=""listing-item__header"">
    TÉLÉCOMMANDE TV LG SMARTV
</h1>",Neuf,LG,30 000 ,Dieuppeul,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9300f907e31a6ed3f4d14c3efe9e7b90/-/horizon-files-prod/ed/picture/q9m0renn/333d540e31d6474cde338b9dacea2a649c6e8d09.jpg
99,"<h1 class=""listing-item__header"">
    TÉLÉVISION HISENSE SMART 43 POUCES
</h1>",Neuf,Hisense,180 000 ,Liberte 6,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1102013f8f38f4bdcb4b59f6e3f7ae9a/-/horizon-files-prod/ed/picture/q56d99ke/3f0b7a2ec3e13aed6136c1768c6ff199a2a56cf4.jpg
100,"<h1 class=""listing-item__header"">
    TÉLÉVISEUR LG SMART TV 70 POUCES AI ThinQ 4K UHD
</h1>",Neuf,LG,550 000 ,Liberte 6,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2d049c45938d38398cb447f14572e12/-/horizon-files-prod/ed/picture/q44ndpj4/35677c969ba449d159289c735c20023a0d009281.jpg
101,"<h1 class=""listing-item__header"">
    TÉLÉVISEUR SAMSUNG SMART TV 85 POUCES ULTRA HD
</h1>",Neuf,Samsung,1 250 000 ,Liberte 6,https://i.roamcdn.net/hz/ed/listing-thumb-543w/74ce4d6bafed1d811049be683e88d50d/-/horizon-files-prod/ed/picture/qwepzkqd/c0e1183e61e74307f8d5a0fdc7105ed46c051ba2.jpg
102,"<h1 class=""listing-item__header"">
    TÉLÉVISEUR SAMSUNG 55 POUCES SMART ULTRA HD
</h1>",Neuf,Samsung,350 000 ,Liberte 6,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b30eed299acd62094cfdf0101f2979b6/-/horizon-files-prod/ed/picture/q0g729mk/668fb0bf298891df108faa3324f14ba70feeb851.jpg
103,"<h1 class=""listing-item__header"">
    Tv Amaz 42 pouce smart Androide
</h1>",Neuf,Autre,99 900 ,Colobane,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9629128e0eb3b8b75aabd426f55e1d46/-/horizon-files-prod/ed/picture/qpdm49ew/0f90a8cd298a9f9e9e704af86a07c0e5d117756f.jpg
104,"<h1 class=""listing-item__header"">
    smart astech 65"" android uhd 4k full options
</h1>",Neuf,Astech,350 000 ,Ouakam,https://i.roamcdn.net/hz/ed/listing-thumb-543w/529dacf21716b71e13ba58f1d6c3077b/-/horizon-files-prod/ed/picture/qv4wv9mk/9c5eeb986abb09fba5ff92704fe0623b34ed351a.jpg
105,"<h1 class=""listing-item__header"">
    Hisense Google TV 75"" UHD 🇺🇸
</h1>",Neuf,Hisense,650 000 ,Patte d‘oie,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86c27062d00613049c3fe6c954cb5b2b/-/horizon-files-prod/ed/picture/q9mjm4m8/37f640004ec683ef39e2adac72b8547c5d777de0.jpg
106,"<h1 class=""listing-item__header"">
    TELEVISEUR IBSON 32"" SMART ANDROID IB32FT1002S
</h1>",Neuf,Autre,73 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef860d37f288d7d8cd22201bd4f3a22a/-/horizon-files-prod/ed/picture/q6xdj8w8/ad93ec48f22ccb6f8f9309ff2c330ce5f5c82be1.jpg
107,"<h1 class=""listing-item__header"">
    SUPPORT TV PIVOTAGE 32-70 CP850
</h1>",Neuf,Autre,32 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/20e1973e57cfb3c68eeeca702f061475/-/horizon-files-prod/ed/picture/qwep600d/690c91bd9f6331826638dbc542ffba5f5b81761d.jpg
108,"<h1 class=""listing-item__header"">
    SMART TV TCL 32 POUCES WIFI ANDROID
</h1>",Neuf,TCL,120 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1a6cea491850a64cbc7645ca16b515b/-/horizon-files-prod/ed/picture/qwepnqqj/c141490c5ffdc7a64574346a7a8fff33574b41ec.jpg
109,"<h1 class=""listing-item__header"">
    TELEVISEUR SOLSTAR 65"" SMART ANDROID 65HSU6200SS
</h1>",Neuf,Autre,289 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0be43004fbbf0aaf0442986e1786ed3a/-/horizon-files-prod/ed/picture/q56dkqn5/5367ff4b0ebfedc08b4048df2d584473af7da2f4.jpg
110,"<h1 class=""listing-item__header"">
    TELEVISEUR HISENSE 65"" LED SMART UHD 4K VIDAA 65A6K
</h1>",Neuf,Hisense,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50f76111e37e67dad8d0d1d3b43cd193/-/horizon-files-prod/ed/picture/qpdm4r9j/d78d9efbd37426e29866c20b6c880a847fdfcc99.jpg
111,"<h1 class=""listing-item__header"">
    TELEVISEUR EVERFINE 32"" LED
</h1>",Neuf,Autre,59 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcf8135ca95bd96110c0af6c775a0a0a/-/horizon-files-prod/ed/picture/qgqw67rm/8c8176a2fec0f0706c917fa85bf1b7b9493a37a9.jpg
112,"<h1 class=""listing-item__header"">
    TABLE SUPPORT TELEVISEUR 32 75 POUCES VSTAR
</h1>",Neuf,Autre,89 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/752833f55854082ff69ddd8791746e38/-/horizon-files-prod/ed/picture/qm5gwq7g/153515003f0782de4597ae9951d28b08302dae2d.jpg
113,"<h1 class=""listing-item__header"">
    TELEVISEUR NACHI 31"" LED
</h1>",Neuf,Autre,59 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9742ba64320f6640d0363e7644fd34b5/-/horizon-files-prod/ed/picture/q44ngw94/4049685b796a07de53746f77f1be2efe9ad0d7bd.jpg
114,"<h1 class=""listing-item__header"">
    TELEVISEUR SOLSTAR 65"" SMART ANDROID 65HSU6200SS
</h1>",Neuf,Autre,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bfe8a15948d3a8c886c36d95d1f9c193/-/horizon-files-prod/ed/picture/q78w644q/aaf67ffb0f0dc89189cc7e980e09e70505fda83e.jpg
115,"<h1 class=""listing-item__header"">
    TELEVISEUR SAMSUNG 75"" SMART UHD 4K UA75CU7000XZN
</h1>",Neuf,Samsung,698 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca3c678ee2605c611d817104d8306de9/-/horizon-files-prod/ed/picture/qzvp0wwq/3a054f2d26dbd45eaae80e8e73a331786d6868fc.jpg
116,"<h1 class=""listing-item__header"">
    LG 70"" UT75 UHD 4K (2024)
</h1>",Neuf,LG,650 000 ,Patte d‘oie,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c832f7f0ad0209d046939751b2ebf84c/-/horizon-files-prod/ed/picture/q44n9d4p/96f9a57c4de2c2649070d58732adfa6f544b4f51.jpg
117,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES SAMSUNG SMART 4K CU/ BU8100
</h1>",Neuf,Samsung,698 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/110535a7c92d9ea7855bcb0ab562053c/-/horizon-files-prod/ed/picture/qde7gmr8/cd192f4b006e747a4bf1d3888134759e2e107c38.jpg
118,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES LG UE75UQ81006
</h1>",Neuf,LG,698 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e5efba2758828994ee84bafb87a09b8/-/horizon-files-prod/ed/picture/q6xdj877/37347a137b0f2ea4b328045ac81524fa08375026.jpg
119,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES HISENSE LED SMART VIDAA QUANTUM DOT
</h1>",Neuf,Hisense,559 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e0eb3e8857c4af10a9e45fcb7c36e329/-/horizon-files-prod/ed/picture/qv4wj0n5/0667020bf41e284695084d7180294c253705cf85.jpg
120,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES TCL SMART GOOGLE TV 4K 75P755
</h1>",Neuf,TCL,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/02881fdf3d85083c5c0df3997c4fb07e/-/horizon-files-prod/ed/picture/qj4q0dvr/dc164ffb141ed72be43e59640ae221ec9199b53a.jpg
121,"<h1 class=""listing-item__header"">
    Smart TV PHILLIPS 65 pouces 4K à vendre
</h1>",Venant,Philips,200 ,Keur Massar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0bc81ddc26a18bfeff0adfe50a3b454/-/horizon-files-prod/ed/picture/qde7gz80/6601dfdeeeb1cca1beff0c9bdd3df38937ca14e4.jpg
122,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES  WIWLIL SMART ANDROID ANTICASSE
</h1>",Neuf,Autre,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/172b7c267f305798005cdfee35e28419/-/horizon-files-prod/ed/picture/qxjp7nvq/82382ac05b151625dc81a9e1252e6b9ee5349813.jpg
123,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES ASTECH  SMART GOOGLE TV 75GT3024D
</h1>",Neuf,Astech,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/151b0d97dacd65e5c91c42fc382fde5f/-/horizon-files-prod/ed/picture/q56dk2jr/4216c9f3606641da9b3a3b44e7a0c7eeb14f533f.jpg
124,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES ASTECH QLED SMART ANDROID
</h1>",Neuf,Astech,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6fc0e2575af582e0d0bca6a1a343fda8/-/horizon-files-prod/ed/picture/qrz8xk9g/40bf17916607d09b5799507b4630113853fb8479.jpg
125,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES HISENSE LED SMART 4K VIDAA 75A61K
</h1>",Neuf,Hisense,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7806ab220f1b7fa64e62c0159f149833/-/horizon-files-prod/ed/picture/qwep6976/288d0980052e2c0768c2d928f3ba2dc0d1c3afb7.jpg
126,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES TORL  SMART ANDROID ANTI CASSE SECAM
</h1>",Neuf,Autre,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/99ebc7c55f676dd413318796728d5b70/-/horizon-files-prod/ed/picture/qq42rkez/65a0434b2ca4028569d2998fcaf47793d7fad883.jpg
127,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES ELACTRON QLED SMART ANDROID
</h1>",Neuf,Elactron,498 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa08bfb4dac62ddf0a310404f756392a/-/horizon-files-prod/ed/picture/qxjp7nmq/962074ca725ea9d8dbf1762e66eda4226afea1da.jpg
128,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES TORL  SMART ANDROID 4K
</h1>",Neuf,Autre,489 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/73af26f7e5f01c12ba27d82122b0aabf/-/horizon-files-prod/ed/picture/qngpqkvx/29ac0ff595885cc0ed91b980c8100bdfeb00dce9.jpg
129,"<h1 class=""listing-item__header"">
    TELEVISEUR 75POUCES SMART TECHNOLOGY  SMART ANDROID UHD 4K
</h1>",Neuf,Autre,469 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08553559d794e35ba0446e9840e1f539/-/horizon-files-prod/ed/picture/q56dk2q0/95fa1fad680b9f5acfe3a8e0e0ce51a88f41635d.jpg
130,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES SAMSUNG SMART 4K CU7000U
</h1>",Neuf,Samsung,429 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/315d4be0efeef34d4c8ef9cf275c741a/-/horizon-files-prod/ed/picture/qpdm45rr/4deba44be9f3314641cc1603efbbecd0d1b0752c.jpg
131,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES SHARP LED SMART ANDROID 4TC65DL6NX
</h1>",Neuf,Sharp,369 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8277634d598c4dd97868f5c2c275666c/-/horizon-files-prod/ed/picture/qngpqk8x/1379b61fc850ca7da98697c4c3eaf1c7b55b2f48.jpg
132,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES ASTECH SMART GOOGLE TV 65GT3022R
</h1>",Neuf,Astech,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fdf21131aed2fa46b16c2a1a7fbb3fb1/-/horizon-files-prod/ed/picture/q6xdj22g/1fabde83d86761a6623046a8b7d63f72f9e7b69c.jpg
133,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES HISENSE  LED SMART VIDAA UHD 4K 65A62KS
</h1>",Neuf,Hisense,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03d0b227e55e6157fc9e598fa5f1c87e/-/horizon-files-prod/ed/picture/qpdm455r/e93252e1c143ad2d47cea9d236832cf326108048.jpg
134,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES TCL SMART GOOGLE TV 4K 65P635/65P755
</h1>",Neuf,TCL,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85cb135caa4885cc05512c648f99b829/-/horizon-files-prod/ed/picture/qgqw6kk0/e56ea1c1215ac3e07ff72d6dfc30ef9ede1e7e0a.jpg
135,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES ELACTRON QLED SMART ANDROID TS6561AS
</h1>",Neuf,Elactron,349 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d54277654ff24bf402560daefaf102f/-/horizon-files-prod/ed/picture/q56dk28p/37a5fa51046ad200369dbef6ca57dcb37846acb9.jpg
136,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES SMART TECHNOLOGY SMART 65STT5065SA
</h1>",Neuf,Autre,279 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42cb68dffeda00289ab974a29b16103d/-/horizon-files-prod/ed/picture/qxjp7nz0/8cd27c3e27bfc1c7acd837fa866c87c949270106.jpg
137,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES WIWLIL SMART 65QBF1W
</h1>",Neuf,Autre,279 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12d648b7228a1a438a81589b59395b0c/-/horizon-files-prod/ed/picture/qm5gwkdz/2caf3f289b9a3fe6e91c4f77ffa702ab244439cb.jpg
138,"<h1 class=""listing-item__header"">
    TELEVISEUR 65POUCES TORL SMART ANDROID 4K
</h1>",Neuf,Autre,279 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7589d5d64634969af9c2265695533e1f/-/horizon-files-prod/ed/picture/qwep6980/38c679d021b99952928eb8e423e4c310dd4dbd7f.jpg
139,"<h1 class=""listing-item__header"">
    SAMSUNG SMART 85"" UHD 4K
</h1>",Neuf,Samsung,1 400 000 ,Patte d‘oie,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c86ef63eeece3a1d4708b664df1afcdc/-/horizon-files-prod/ed/picture/qrz8wggm/e65ba24c5f453d5e917a16329affc20cfa2e6200.jpg
140,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES SAMSUNG SMART 4K UA55DU7010UXL
</h1>",Neuf,Samsung,319 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9f121d1ac794b3357026038200a60d8/-/horizon-files-prod/ed/picture/q56dk2gp/6777244756628e50f9e9015af9bf8b23ad117ce9.jpg
141,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES SAMSUNG SMART UHD 4K DU7000XZN
</h1>",Neuf,Samsung,319 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c73029f22206e174f74a5aaa3274aa35/-/horizon-files-prod/ed/picture/qpdm458w/340a200fe2ad4c717ce1c38b2b87206ab464ade5.jpg
142,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES ASTECH SMART GOOGLE TV 55GT3022
</h1>",Neuf,Astech,249 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64c3586616e95910b5a88081986ec00a/-/horizon-files-prod/ed/picture/q8v47294/f5cb10a2abaf40c1b6fe35dce513fbce4454cfd1.jpg
143,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES LG SMART 4K UQ75006LG
</h1>",Neuf,LG,319 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/17ac90cbd4d960ae5e7c06f3b01d4a04/-/horizon-files-prod/ed/picture/qgqw6kd2/7042e5a2f79fa97fe3ab13c4664d5db712da6718.jpg
144,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES LG SMART 4K UQ70006LBPVG
</h1>",Neuf,LG,319 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5cebd8aeacdc674f17306f4f955bdace/-/horizon-files-prod/ed/picture/q44ng26v/75db012a6838b8a7185f44c41c3034e56d9a7f2c.jpg
145,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES TCL SMART GOOGLE TV 4K UHD 55V6B
</h1>",Neuf,TCL,259 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e40cc09f5f96d6f5bfa2854c6c37b9a6/-/horizon-files-prod/ed/picture/q0g74x9z/0eec0b1529c8137de037e96046a7fce38f236e53.jpg
146,"<h1 class=""listing-item__header"">
    TELEVISEUR SMART TECHYNOLOGY 55POUCES SMART ANDROID UHD
</h1>",Neuf,Autre,198 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c55e26a93d1023a1a476d4313cdb53fb/-/horizon-files-prod/ed/picture/qngpqkjg/0301fc049bd07f15558070b23fa5b6748b2e2a6f.jpg
147,"<h1 class=""listing-item__header"">
    TELEVISEUR WIWLIL 55POUCES SMART 55QBQ6W
</h1>",Neuf,Autre,198 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39422885b9e9afc10082c090129eb51d/-/horizon-files-prod/ed/picture/qgqw6k48/b3e6d49c19ace274562e53a4b9a415f1ad9cfa8f.jpg
148,"<h1 class=""listing-item__header"">
    TELEVISEUR 55POUCES TORL SMART ANDROID 4K
</h1>",Neuf,Autre,198 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/973f6d24f22fc63765ae6e733911157c/-/horizon-files-prod/ed/picture/qde7gzdm/f9cd5c31cff9906bea4ea7c1d7480849bd6833c3.jpg
149,"<h1 class=""listing-item__header"">
    TELEVISEUR AMAZ 32POUCES LED SMART ANDROID AM32FT1002S
</h1>",Neuf,Autre,73 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4df855c629643f176c1734f2bf390035/-/horizon-files-prod/ed/picture/qm5gwk6j/c5b0a0b6a748b5f810e1ed95539305f2af1b5a62.jpg
150,"<h1 class=""listing-item__header"">
    TELEVISEUR WEST 32POUCES SMART ANDROID 32ZBKD18W
</h1>",Neuf,Autre,73 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cccb8a313e9f5778407c65baf435cff9/-/horizon-files-prod/ed/picture/q9mjv2r0/e8fb12e36a9deb7a109eb1153553fca46a29e788.jpg
151,"<h1 class=""listing-item__header"">
    TELEVISEUR AMAZ 32POUCES LED AM32FT1002
</h1>",Neuf,Autre,59 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/691dce1181094e2c01a2fd8da8cedeb0/-/horizon-files-prod/ed/picture/qrz8xknn/4fa93642f3c1324750408580e088a900ce5a59cf.jpg
